"","id","book","book_num","chapter","chapter_num","character","full_text","character_lines","writer","director","imdb_rating"
"441",441,"Water",1,"The Southern Air Temple",3,"Sokka","[Annoyed.] Hey, stomach? Be quiet, all right? I'm trying to find us some food.","Hey, stomach? Be quiet, all right? I'm trying to find us some food.","Michael Dante DiMartino","Lauren MacMullan",8.5
"442",442,"Water",1,"The Southern Air Temple",3,"Scene Description","Sokka starts to go through the luggage and gets out a bag. He looks at it for a moment while it sways in the wind. With his tongue out of his mouth full anticipation, he sticks his hand in the bag and starts to go through it. He looks surprised for a moment, but quickly and with anticipation turns the bag upside down to pour the contents into his hand. Close-up of his gloved hand as only a few crumbs of blubbered seal jerky fall into it.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"443",443,"Water",1,"The Southern Air Temple",3,"Sokka","[Accusingly to the two in front of him.] Hey! Who ate all of my blubbered seal jerky?!","Hey! Who ate all of my blubbered seal jerky?!","Michael Dante DiMartino","Lauren MacMullan",8.5
"444",444,"Water",1,"The Southern Air Temple",3,"Aang","[Surprised.] Oh. That was food? [Happily.] I used it to start the campfire last night. [The hint of a smile can be heard.] Sorry.","Oh. That was food?  I used it to start the campfire last night.  Sorry.","Michael Dante DiMartino","Lauren MacMullan",8.5
"445",445,"Water",1,"The Southern Air Temple",3,"Sokka","[Shocked.] You what?! [Looks up before slanting his eyes and groans. Longing.] No wonder the flames smelled so good.","You what?!  No wonder the flames smelled so good.","Michael Dante DiMartino","Lauren MacMullan",8.5
"446",446,"Water",1,"The Southern Air Temple",3,"Scene Description","Cut to a wider shot, as Appa races past and ascends up to some mountains.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"447",447,"Water",1,"The Southern Air Temple",3,"Aang","[Excitedly.] The Patola Mountain range! We're almost there!","The Patola Mountain range! We're almost there!","Michael Dante DiMartino","Lauren MacMullan",8.5
"448",448,"Water",1,"The Southern Air Temple",3,"Katara","[Uneasily.] Aang, before we get to the temple, I want to talk to you about the airbenders.","Aang, before we get to the temple, I want to talk to you about the airbenders.","Michael Dante DiMartino","Lauren MacMullan",8.5
"449",449,"Water",1,"The Southern Air Temple",3,"Aang","[Cheerfully.] What about 'em?","What about 'em?","Michael Dante DiMartino","Lauren MacMullan",8.5
"450",450,"Water",1,"The Southern Air Temple",3,"Katara","[Close-up of Katara.] Well, I just want you to be prepared for what you might see. The Fire Nation is ruthless. [Sadly.] They killed my mother, and they could have done the same to your people.","Well, I just want you to be prepared for what you might see. The Fire Nation is ruthless.  They killed my mother, and they could have done the same to your people.","Michael Dante DiMartino","Lauren MacMullan",8.5
"451",451,"Water",1,"The Southern Air Temple",3,"Aang","[Ponders over her words for a bit. Hopefully.] Just because no one has seen an airbender, doesn't mean the Fire Nation killed them all. They probably escaped!","Just because no one has seen an airbender, doesn't mean the Fire Nation killed them all. They probably escaped!","Michael Dante DiMartino","Lauren MacMullan",8.5
"452",452,"Water",1,"The Southern Air Temple",3,"Katara","[Places one hand on Aang's shoulder.] I know it's hard to accept.","I know it's hard to accept.","Michael Dante DiMartino","Lauren MacMullan",8.5
"453",453,"Water",1,"The Southern Air Temple",3,"Aang","[Cheerfully, as Katara moves her hand back to her side.] You don't understand, Katara. The only way to get to an airbender temple is on a flying bison, and I doubt the Fire Nation has any flying bison! [Caresses Appa's head.] Right, Appa?","You don't understand, Katara. The only way to get to an airbender temple is on a flying bison, and I doubt the Fire Nation has any flying bison!  Right, Appa?","Michael Dante DiMartino","Lauren MacMullan",8.5
"454",454,"Water",1,"The Southern Air Temple",3,"Scene Description","Appa grunts. The camera moves back to show that Appa flies past to begin a last ascent up the side of a mountain.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"455",455,"Water",1,"The Southern Air Temple",3,"Aang","Yip yip!","Yip yip!","Michael Dante DiMartino","Lauren MacMullan",8.5
"456",456,"Water",1,"The Southern Air Temple",3,"Scene Description","An overview shot follows Appa's flight up the mountain and through the clouds. Appa turns out of sight behind the flank of a mountain. The camera view shifts and Appa is seen emerging from behind that flank and turns further upward. Close-up of his passengers. Aang holds onto the reins tightly as Appa rapidly ascends while Katara, whose eyes are closed, and Sokka hold on tight to Appa's fur and saddle respectively. Aang looks back for a moment to his passengers. The camera switches to a further off view of Appa as he flies over the rocks and into the sky again. He flies over a last ridge that is covered with trees. The camera pans up to reveal a large temple as Appa floats toward it.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"457",457,"Water",1,"The Southern Air Temple",3,"Aang","[Voice-over.] There it is. The Southern Air Temple.","There it is. The Southern Air Temple.","Michael Dante DiMartino","Lauren MacMullan",8.5
"458",458,"Water",1,"The Southern Air Temple",3,"Katara","Aang, it's amazing!","Aang, it's amazing!","Michael Dante DiMartino","Lauren MacMullan",8.5
"459",459,"Water",1,"The Southern Air Temple",3,"Scene Description","Aang is visibly excited as a close-up shows how his eyes widen upon the sight of the temple.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"460",460,"Water",1,"The Southern Air Temple",3,"Aang","[To Appa.] We're home, buddy! We're home. [His eyes squint a bit in happiness.]","We're home, buddy! We're home.","Michael Dante DiMartino","Lauren MacMullan",8.5
"461",461,"Water",1,"The Southern Air Temple",3,"Scene Description","The scene switches back to the Earth Kingdom docks, where several Fire Navy ships are lined up. Something that looks like a railroad stretches out along the shipyard. The camera moves to the right to reveal a number of tents lined up in front of the ships. One of the bigger tents is being guarded by two Fire Nation soldiers. Switch to a shot of Zhao inside the tent, standing in front of a large map of the Avatar World that is hung up on the wall. He holds his hands behind his back. The camera slowly starts to move back.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"462",462,"Water",1,"The Southern Air Temple",3,"Zhao","... And by the year's end, the Earth Kingdom capital will be under our rule. [Shift to a bird view of the tent, revealing Zuko, sitting at a table, and Iroh, standing in the corner, looking at some weapons that are placed against the wall. Zhao turns around.] The Fire Lord will finally claim victory in this war.","... And by the year's end, the Earth Kingdom capital will be under our rule.  The Fire Lord will finally claim victory in this war.","Michael Dante DiMartino","Lauren MacMullan",8.5
"463",463,"Water",1,"The Southern Air Temple",3,"Zuko","[Close-up. Angrily.] If my father thinks the rest of the world will follow him willingly, then he is a fool!","If my father thinks the rest of the world will follow him willingly, then he is a fool!","Michael Dante DiMartino","Lauren MacMullan",8.5
"464",464,"Water",1,"The Southern Air Temple",3,"Zhao","[Pulls up alongside Zuko and smirks.] Two years at sea have done little to temper your tongue. So, how is your search for the Avatar going?","Two years at sea have done little to temper your tongue. So, how is your search for the Avatar going?","Michael Dante DiMartino","Lauren MacMullan",8.5
"465",465,"Water",1,"The Southern Air Temple",3,"Scene Description","Iroh knocks over a weapon display behind them. The weapons come crashing down with a lot of noise. The general cowers at the noise and the damage he wrecked. Zhao turns around looking annoyed.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"466",466,"Water",1,"The Southern Air Temple",3,"Iroh","Eh.. My fault, entirely.","Eh.. My fault, entirely.","Michael Dante DiMartino","Lauren MacMullan",8.5
"467",467,"Water",1,"The Southern Air Temple",3,"Scene Description","Iroh places his hands in his sleeves and walks away backward out of the screen with a faint smile on his face.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"468",468,"Water",1,"The Southern Air Temple",3,"Zuko","[Aggressively.] We haven't found him yet.","We haven't found him yet.","Michael Dante DiMartino","Lauren MacMullan",8.5
"469",469,"Water",1,"The Southern Air Temple",3,"Zhao","Did you really expect to? The Avatar died a hundred years ago. [Close-up of Zuko, as he slants his eyes.] Along with the rest of the airbenders. [Close-up of Zhao, whose face contorts in an evil expression.] Unless you have found some evidence that the Avatar is alive?","Did you really expect to? The Avatar died a hundred years ago.  Along with the rest of the airbenders.  Unless you have found some evidence that the Avatar is alive?","Michael Dante DiMartino","Lauren MacMullan",8.5
"470",470,"Water",1,"The Southern Air Temple",3,"Zuko","[Faces Zhao and responds very clearly.] No. [Stares back in front of him.] Nothing.","No.  Nothing.","Michael Dante DiMartino","Lauren MacMullan",8.5
"471",471,"Water",1,"The Southern Air Temple",3,"Zhao","[With an expression of disbelief on his face, as he rises from his chair.] Prince Zuko, the Avatar is the only one who can stop the Fire Nation from winning this war. [Leans in and faces Zuko.] If you have an ounce of loyalty left, you'll tell me what you found.","Prince Zuko, the Avatar is the only one who can stop the Fire Nation from winning this war.  If you have an ounce of loyalty left, you'll tell me what you found.","Michael Dante DiMartino","Lauren MacMullan",8.5
"472",472,"Water",1,"The Southern Air Temple",3,"Zuko","I haven't found [Looks up at Zhao and his tone becomes slightly more aggressive.] anything. [Close-up, as he continues on a softer tone, slightly mockingly.] It's like you said. The Avatar probably died a long time ago. [Gets up.] Come on, Uncle, we're going.","I haven't found  anything.  It's like you said. The Avatar probably died a long time ago.  Come on, Uncle, we're going.","Michael Dante DiMartino","Lauren MacMullan",8.5
"473",473,"Water",1,"The Southern Air Temple",3,"Scene Description","As Zuko approaches the door, the guards stop him from leaving by crossing their spears while a third soldier enters the room. The camera switches to Zhao's point of view. Zuko and the two soldiers blocking his path can be seen in the background. The camera pans to the right to reveal the soldier that entered walking up to Zhao.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
"474",474,"Water",1,"The Southern Air Temple",3,"Soldier","Commander Zhao, we interrogated the crew as you instructed. They confirmed Prince Zuko had the Avatar in custody, [Close-up of Zuko's head from behind.] but let him escape.","Commander Zhao, we interrogated the crew as you instructed. They confirmed Prince Zuko had the Avatar in custody,  but let him escape.","Michael Dante DiMartino","Lauren MacMullan",8.5
"475",475,"Water",1,"The Southern Air Temple",3,"Zhao","[Smiling evilly.] Now remind me, [Close-up of Zuko's face, as Zhao walks up to him and leans over to talk into Zuko's ear. Zuko slants his eyes.] how, exactly, was your ship damaged?","Now remind me,  how, exactly, was your ship damaged?","Michael Dante DiMartino","Lauren MacMullan",8.5
"476",476,"Water",1,"The Southern Air Temple",3,"Scene Description","The scene fades to a shot of the Southern Air Temple, as the camera slowly moves closer toward it. Cut to Appa, who has landed at the base of snow covered stairs. The camera quickly pans up to reveal three small figures making their way up the mountain trail. The lead figure is running. Close-up of Aang as he runs at the front, excitedly looking back at the two siblings. As the two emerge from behind a corner, Aang runs off the screen.",NA,"Michael Dante DiMartino","Lauren MacMullan",8.5
